-170	-1.992515068E-72
-168.9970501	5.846003134E-72
-167.9941003	-1.46838534E-70
-166.9911504	-5.997542595E-69
-165.9882006	-4.703283538E-68
-164.9852507	-4.488102505E-67
-163.9823009	-1.669643326E-65
-162.979351	1.055716572E-64
-161.9764012	1.6046898E-63
-160.9734513	1.41685756E-62
-159.9705015	-3.917166166E-61
-158.9675516	5.547650909E-60
-157.9646018	-1.306714748E-58
-156.9616519	2.538379404E-57
-155.9587021	6.000475158E-58
-154.9557522	-4.640998288E-55
-153.9528024	-1.338928752E-54
-152.9498525	7.061276788E-53
-151.9469027	-3.408087856E-52
-150.9439528	-2.019295307E-50
-149.9410029	-1.152562308E-49
-148.9380531	-4.639520246E-48
-147.9351032	8.688683755E-48
-146.9321534	-3.982738978E-46
-145.9292035	2.949964422E-45
-144.9262537	-9.062229721E-44
-143.9233038	-3.242208262E-42
-142.920354	-1.689528883E-41
-141.9174041	-1.244596137E-40
-140.9144543	6.327639839E-40
-139.9115044	1.097939316E-38
-138.9085546	-3.82935959E-37
-137.9056047	2.544612683E-18
-136.9026549	-2.007909728E-16
-135.899705	-1.235489139E-15
-134.8967552	2.003084E-14
-133.8938053	-4.819547427E-16
-132.8908555	1.08116738E-12
-131.8879056	7.21709283E-12
-130.8849558	-2.713868243E-10
-129.8820059	4.510266264E-10
-128.879056	-8.219525708E-09
-127.8761062	2.041532267E-09
-126.8731563	0.000001940064015
-125.8702065	-0.000008475930413
-124.8672566	0.000002229583964
-123.8643068	-0.002043329523
-122.8613569	0.003163645094
-121.8584071	0.1238863533
-120.8554572	0.3878290095
-119.8525074	6.523798049
-118.8495575	4.803637076
-117.8466077	4.74192564
-116.8436578	5.450182399
-115.840708	4.929408876
-114.8377581	5.859009309
-113.8348083	6.165679018
-112.8318584	6.897051557
-111.8289086	7.651873966
-110.8259587	7.342060686
-109.8230088	6.904069369
-108.820059	6.836307691
-107.8171091	7.444617871
-106.8141593	7.748234345
-105.8112094	8.090334642
-104.8082596	7.717553395
-103.8053097	8.901976513
-102.8023599	8.576764603
-101.79941	8.882849792
-100.7964602	10.07925501
-99.79351032	11.28554039
-98.79056047	12.42488833
-97.78761062	14.10889479
-96.78466077	16.94261579
-95.78171091	17.27460329
-94.77876106	17.86747267
-93.77581121	16.28391241
-92.77286136	14.60417967
-91.7699115	13.32967391
-90.76696165	11.20818663
-89.7640118	10.98837402
-88.76106195	10.51586152
-87.75811209	10.54997743
-86.75516224	11.28036553
-85.75221239	11.13416577
-84.74926254	10.418345
-83.74631268	9.773876107
-82.74336283	9.480416155
-81.74041298	8.724662937
-80.73746313	8.302149476
-79.73451327	7.298287255
-78.73156342	8.057285719
-77.72861357	9.456244125
-76.72566372	9.965138056
-75.72271386	10.17200656
-74.71976401	11.93626828
-73.71681416	13.33596467
-72.71386431	13.90281027
-71.71091445	15.50610973
-70.7079646	15.25871902
-69.70501475	14.61447617
-68.7020649	13.38978783
-67.69911504	13.87583827
-66.69616519	14.69495363
-65.69321534	15.68615988
-64.69026549	19.51422768
-63.68731563	23.78489206
-62.68436578	26.26855353
-61.68141593	28.17990091
-60.67846608	28.19896252
-59.67551622	21.94856401
-58.67256637	18.8530357
-57.66961652	15.68488691
-56.66666667	12.29588927
-55.66371681	11.66922738
-54.66076696	11.50064296
-53.65781711	10.67085651
-52.65486726	10.77094588
-51.6519174	10.66068167
-50.64896755	12.19812887
-49.6460177	13.37591994
-48.64306785	14.94621423
-47.64011799	18.38980218
-46.63716814	24.04314851
-45.63421829	32.39780562
-44.63126844	38.54678232
-43.62831858	42.28757374
-42.62536873	40.1019409
-41.62241888	34.72897177
-40.61946903	30.80385861
-39.61651917	28.85909906
-38.61356932	24.67283793
-37.61061947	21.87684859
-36.60766962	20.22987343
-35.60471976	17.45413388
-34.60176991	15.46733185
-33.59882006	14.7027724
-32.59587021	14.3073991
-31.59292035	13.10224465
-30.5899705	12.56608343
-29.58702065	13.94789334
-28.5840708	14.15566104
-27.58112094	14.02596699
-26.57817109	13.69092093
-25.57522124	15.40073109
-24.57227139	15.62982669
-23.56932153	15.28575806
-22.56637168	16.42723769
-21.56342183	17.62067966
-20.56047198	17.63897281
-19.55752212	18.41129112
-18.55457227	20.36435109
-17.55162242	22.55063732
-16.54867257	23.67108695
-15.54572271	27.09241767
-14.54277286	29.26123087
-13.53982301	32.48782
-12.53687316	38.22079137
-11.5339233	45.43525706
-10.53097345	57.38425927
-9.528023599	67.00117586
-8.525073746	82.32310861
-7.522123894	100.9614176
-6.519174041	131.1054635
-5.516224189	178.2746999
-4.513274336	190.2999048
-3.510324484	168.1694042
-2.507374631	145.3100841
-1.504424779	129.4473351
-0.5014749263	137.3096532
0.5014749263	165.4466701
1.504424779	190.675372
2.507374631	168.2714249
3.510324484	144.7665111
4.513274336	122.248624
5.516224189	96.76967563
6.519174041	78.52436406
7.522123894	62.41467648
8.525073746	48.45124228
9.528023599	38.27957205
10.53097345	30.94340887
11.5339233	26.86154676
12.53687316	23.18729655
13.53982301	19.53092124
14.54277286	18.1172871
15.54572271	16.895609
16.54867257	15.54590719
17.55162242	14.29999212
18.55457227	11.57107049
19.55752212	11.91728323
20.56047198	11.48357652
21.56342183	10.2152965
22.56637168	10.28305047
23.56932153	10.47443623
24.57227139	9.990504395
25.57522124	9.31811674
26.57817109	9.703153747
27.58112094	9.790381545
28.5840708	9.927842654
29.58702065	10.29217328
30.5899705	10.87098183
31.59292035	11.41784471
32.59587021	13.55459883
33.59882006	14.84069899
34.60176991	15.18816845
35.60471976	16.33002318
36.60766962	17.78911707
37.61061947	18.50087814
38.61356932	19.49819365
39.61651917	23.37395082
40.61946903	26.15708125
41.62241888	24.33981654
42.62536873	21.26980679
43.62831858	16.82914573
44.63126844	12.42998468
45.63421829	10.47177253
46.63716814	9.624302205
47.64011799	8.528302499
48.64306785	7.293250068
49.6460177	6.781088611
50.64896755	7.252481817
51.6519174	7.777927771
52.65486726	6.512319306
53.65781711	7.565013188
54.66076696	10.04461245
55.66371681	13.24295678
56.66666667	14.81957598
57.66961652	17.70400487
58.67256637	22.35572172
59.67551622	21.46824581
60.67846608	20.0297046
61.68141593	14.54960384
62.68436578	11.84855512
63.68731563	10.26184678
64.69026549	9.205732047
65.69321534	8.647173827
66.69616519	9.587344033
67.69911504	10.81052347
68.7020649	10.67672003
69.70501475	10.40790507
70.7079646	9.752492068
71.71091445	9.62342218
72.71386431	7.994590701
73.71681416	8.073987849
74.71976401	5.717737174
75.72271386	5.771776219
76.72566372	5.799998676
77.72861357	4.954439959
78.73156342	5.09227428
79.73451327	5.337739946
80.73746313	4.690400883
81.74041298	4.8501677
82.74336283	4.956982019
83.74631268	5.127283646
84.74926254	5.731514451
85.75221239	4.542516292
86.75516224	4.435522579
87.75811209	6.038875931
88.76106195	6.73256436
89.7640118	8.641035833
90.76696165	9.523680531
91.7699115	11.54071199
92.77286136	12.10359908
93.77581121	12.98922758
94.77876106	12.38244522
95.78171091	10.92639942
96.78466077	10.44205788
97.78761062	8.456867173
98.79056047	7.140991788
99.79351032	5.87752922
100.7964602	5.776619835
101.79941	4.882380354
102.8023599	4.853394647
103.8053097	5.024917186
104.8082596	5.256810309
105.8112094	4.841174989
106.8141593	4.671828705
107.8171091	4.458887257
108.820059	4.334672457
109.8230088	3.962062343
110.8259587	3.398444975
111.8289086	3.266269113
112.8318584	3.143855781
113.8348083	2.566992025
114.8377581	2.098614502
115.840708	2.269455924
116.8436578	2.896064012
117.8466077	3.107328087
118.8495575	3.451437722
119.8525074	4.181595092
120.8554572	0.4851306385
121.8584071	0.08996988565
122.8613569	0.00471486228
123.8643068	-0.001180781759
124.8672566	0.0000003588878937
125.8702065	-0.000004300802276
126.8731563	0.000001002037754
127.8761062	-7.249210034E-09
128.879056	-4.006779417E-09
129.8820059	2.191945225E-10
130.8849558	-1.265824185E-10
131.8879056	1.88832665E-12
132.8908555	6.0785479E-13
133.8938053	-1.669123949E-16
134.8967552	8.876734176E-15
135.899705	-4.110966979E-16
136.9026549	-7.854707484E-17
137.9056047	8.496735938E-19
138.9085546	-1.074785552E-36
139.9115044	-1.665419053E-38
140.9144543	2.871072131E-39
141.9174041	-1.531525041E-41
142.920354	8.206781569E-42
143.9233038	5.135252857E-43
